-0.104861	0.043117	-2.969098
-0.104861	0.043117	-2.969098
-0.104861	0.043117	-2.969098
-0.104855	0.043156	-2.969087
-0.104855	0.043156	-2.969087
-0.104853	0.043198	-2.969076
-0.104853	0.043198	-2.969076
-0.104846	0.043241	-2.969067
-0.104846	0.043241	-2.969067
-0.104846	0.043241	-2.969067
-0.104844	0.043273	-2.969068
-0.104844	0.043273	-2.969068
-0.104852	0.043310	-2.969055
-0.104852	0.043310	-2.969055
-0.104844	0.043343	-2.969045
-0.104844	0.043343	-2.969045
0.009989	0.017317	-2.806637
0.009989	0.017317	-2.806637
0.102227	0.009540	-2.675509
0.102227	0.009540	-2.675509
0.102227	0.009540	-2.675509
0.182046	0.016196	-2.567390
0.182046	0.016196	-2.567390
0.182046	0.016196	-2.567390
0.181684	0.016335	-2.567879
0.181684	0.016335	-2.567879
0.181333	0.016473	-2.568350
0.181333	0.016473	-2.568350
0.180982	0.016596	-2.568841
0.180982	0.016596	-2.568841
0.180616	0.016739	-2.569326
0.180616	0.016739	-2.569326
0.180616	0.016739	-2.569326
0.180258	0.016887	-2.569816
0.180258	0.016887	-2.569816
0.179893	0.017013	-2.570299
0.179893	0.017013	-2.570299
0.179893	0.017013	-2.570299
0.179524	0.017140	-2.570789
0.179524	0.017140	-2.570789
0.179164	0.017314	-2.571261
0.179164	0.017314	-2.571261
0.179164	0.017314	-2.571261
0.250992	0.034162	-2.477113
0.250992	0.034162	-2.477113
0.250418	0.034306	-2.477872
0.250418	0.034306	-2.477872
0.313628	0.057385	-2.397759
0.313628	0.057385	-2.397759
0.344374	0.100431	-2.385948
0.344374	0.100431	-2.385948
0.394251	0.121171	-2.320347
0.394251	0.121171	-2.320347
0.393160	0.121253	-2.321661
0.393160	0.121253	-2.321661
0.392069	0.121346	-2.322974
0.392069	0.121346	-2.322974
0.392069	0.121346	-2.322974
0.390970	0.121441	-2.324276
0.390970	0.121441	-2.324276
0.389872	0.121522	-2.325586
0.389872	0.121522	-2.325586
0.389872	0.121522	-2.325586
0.388770	0.121602	-2.326895
0.388770	0.121602	-2.326895
0.387672	0.121688	-2.328205
0.387672	0.121688	-2.328205
0.387672	0.121688	-2.328205
0.386576	0.121773	-2.329515
0.386576	0.121773	-2.329515
0.386576	0.121773	-2.329515
0.385480	0.121856	-2.330835
0.385480	0.121856	-2.330835
0.384382	0.121935	-2.332161
0.383293	0.122005	-2.333473
0.383293	0.122005	-2.333473
0.431593	0.145157	-2.271094
0.472547	0.168764	-2.218638
0.472547	0.168764	-2.218638
0.507681	0.191816	-2.174188
0.580964	0.250166	-2.150461
