14186441	526475
14382475	526399
14586513	526355
14787417	526311
14988940	526273
15187993	526209
15388128	526162
15588417	526115
15788036	526085
15987217	526062
16187332	526027
16387370	525971
16586121	525918
16786088	525914
16982084	525887
17185093	525869
17384101	525829
17584088	525818
17783411	525814
17983446	525769
18184191	525737
18385099	525712
18584089	525648
18786136	525562
18986088	525425
19186086	525349
19386156	525298
19583372	525266
19787469	525229
19986090	525226
20189185	525246
20388174	525223
20588384	525167
20784345	525128
20985087	525155
21185105	525192
21385086	525162
21585087	525129
21785250	525088
21985113	524975
22182090	524850
22385238	524737
22588778	524642
22790083	524594
22988321	524565
23186085	524517
23386085	524443
23588332	524363
23788664	524291
23990084	524205
24189213	524183
24388749	524183
24587096	524139
24782094	524138
24988561	524134
25189234	524089
25387213	524055
25589844	524070
25787147	523993
25987111	523948
26189607	523936
26390088	523859
26589234	523775
26789951	523779
26985158	523718
27187133	523662
27381216	523635
27589043	523656
27787169	523606
27989722	523555
28189218	523546
28387157	523510
28586089	523495
28786128	523621
28986096	523603
29186098	523614
29387127	523574
29587089	523625
29785184	523621
29983127	523650
30189185	523634
30387173	523623
30589954	523641
30788232	523596
30988091	523605
31189855	523602
31388085	523542
31588086	523552
31789933	523571
31987091	523627
32188131	523616
32389989	523659
32581906	523726
32787166	523743
32987086	523774
33188140	523796
33388087	523844
33586093	523888
33788088	523945
33987174	524011
34187151	524024
34387089	524072
34588133	524071
34787191	524051
34984090	524038
35183150	524053
35387190	524021
35588092	524093
35788121	524078
35990727	524076
36188092	524009
36389088	523996
36589115	523995
36787493	524050
36988088	524112
37190710	524046
37389090	524065
37588091	524040
37784094	524028
37989160	523983
38185093	523981
38388135	523917
38587284	523985
38787189	523932
38986771	523864
39187766	523790
39387154	523961
39587198	524051
39788573	524064
39987531	524082
40189119	524228
40385089	524211
40586089	524142
40785101	524129
40985093	524235
41187573	524315
41385089	524397
41586114	524470
41786091	524498
41988086	524543
42188164	524670
42388098	524754
42587488	524844
42790185	524952
42986123	524976
43189150	524932
43388128	524905
43588329	524920
43788411	524933
43987093	525005
44189126	525013
44389123	524977
44589154	525010
44790085	524948
44989127	524919
45190140	524850
45389160	524749
45584949	524794
45786087	524762
45988245	524735
46188338	524735
46388923	524715
46586107	524762
46787202	524837
46990092	524920
47189134	524900
47389183	524899
47589550	524905
47791125	524944
47991084	524945
48185196	524932
48391131	524900
48587238	524864
48789423	524876
48993859	524864
49190114	524910
49387127	524846
49589062	524876
49788085	524958
49988087	524985
50189935	525002
50388090	525037
50590896	525080
50786088	525129
50987237	525136
51188094	525294
51386171	525343
51587155	525324
51790222	525268
51986178	525357
52189915	525347
52388089	525358
52591159	525351
52790678	525322
52991572	525225
53192129	525300
53387016	525223
53591622	525375
53789120	525438
53989149	525360
54188097	525307
54390814	525277
54590797	525259
54791625	525205
54989128	525189
55190090	525126
55390086	525141
55591498	525138
55791534	525106
55985096	525133
56189125	525125
56389102	525001
56587477	524891
56787674	524946
56989119	524887
57189130	524842
57388137	524761
57589117	524705
57793326	524696
57992319	524695
58192374	524556
58393101	524340
58586098	524274
58792334	524149
58992921	524015
59192383	523957
59392323	523843
59593053	523808
59792276	523851
60000934	523755
60191155	523721
60393135	523720
60594086	523734
60793553	523673
60991163	523654
61187143	523603
61393699	523542
61591154	523538
61790094	523521
61992136	523490
62190122	523455
62390446	523481
62594638	523447
62792085	523335
62992092	523238
63192096	523154
63392135	523144
63591173	523116
63787099	523038
63991158	522932
64191445	522910
64393131	522770
64589164	522731
64788101	522673
64992090	522663
65189130	522632
65391625	522637
65592088	522617
65793151	522616
65992098	522636
66193144	522670
66388104	522633
66592216	522565
66792087	522496
66992178	522530
67192269	522525
67389167	522508
67590100	522491
67792560	522512
67992366	522515
68192331	522480
68392912	522438
68594102	522402
68793090	522432
68989161	522432
69193096	522439
69393136	522427
69594199	522418
69793102	522394
69993132	522425
70191189	522451
70393325	522474
70593169	522472
70795173	522485
70994092	522510
71194088	522546
71394117	522579
71589296	522602
71794117	522612
71992087	522547
72195152	522560
72394083	522552
72592094	522507
72793970	522501
72991090	522528
73192090	522509
73394063	522507
73592087	522428
73793088	522430
73993087	522361
74189093	522370
74393132	522425
74592114	522450
74792126	522423
74991193	522401
75190835	522452
75390125	522456
75591491	522456
75788132	522459
75992347	522473
76194084	522453
76392089	522442
76593098	522404
76789148	522408
76992096	522404
77193153	522409
77392457	522373
77593086	522382
77793259	522387
77991095	522337
78192284	522311
78396404	522294
78593092	522281
78794089	522316
78995153	522411
79193300	522384
79389814	522390
79594137	522414
79795124	522434
79995151	522471
80194095	522480
80395127	522465
80594146	522405
80795161	522349
80992087	522285
81192096	522251
81392102	522199
81595093	522166
81795178	522147
81990737	522125
82194771	522120
82395209	522127
82595766	522153
82794701	522190
82992159	522147
83195488	522137
83394765	522098
83594090	522083
83793095	522051
83994085	521985
84193092	521990
84394085	521977
84590090	521975
84794091	521919
84997099	521931
85196319	521912
85394187	521876
85594093	521809
85793117	521785
85994123	521761
86193093	521727
86392375	521734
86591087	521757
86793300	521708
86994086	521697
87189279	521697
87395122	521660
87594091	521654
87793860	521637
87993995	521647
88192090	521663
88394629	521642
88593994	521604
88792089	521599
89003155	521586
89196086	521558
89395208	521533
89595333	521529
89791151	521509
89995210	521525
90195145	521550
90396092	521576
90595090	521608
90796698	521637
90996100	521641
91193087	521654
91394086	521654
91595495	521687
91792181	521730
91994083	521774
92196232	521759
92392793	521779
92594087	521813
92794085	521835
92996250	521860
93196825	521878
93396233	521902
93597191	521939
93797982	521953
93995126	521938
94195159	521912
94395175	521902
94597082	521905
94795101	521934
94991156	521923
95195193	521953
95395200	521928
95596086	521943
95797893	521932
95995410	521977
96196090	521973
96395178	521919
96593090	521908
96794650	521919
