63591173	307454763	1039292548	523116	0.222	0.957	1.814	-0.222	3.600	-0.234
63787099	307454762	1039292620	523038	0.240	0.956	1.813	-0.106	3.647	-0.044
63991158	307454763	1039292692	522932	0.215	0.954	1.807	0.064	3.560	-0.193
64191445	307454764	1039292764	522910	0.213	0.952	1.801	-0.095	3.654	-0.184
64393131	307454760	1039292835	522770	0.224	0.950	1.797	-0.248	3.645	0.082
64589164	307454758	1039292910	522731	0.225	0.949	1.793	-0.108	3.663	-0.025
64788101	307454753	1039292984	522673	0.239	0.949	1.794	-0.300	3.601	0.009
64992090	307454750	1039293058	522663	0.233	0.949	1.791	-0.027	3.563	-0.087
65189130	307454749	1039293133	522632	0.244	0.948	1.791	0.017	3.725	-0.060
65391625	307454751	1039293209	522637	0.255	0.949	1.793	0.188	3.653	-0.032
65592088	307454755	1039293285	522617	0.236	0.949	1.793	0.301	3.606	-0.148
65793151	307454761	1039293361	522616	0.243	0.950	1.794	0.367	3.661	0.005
65992098	307454768	1039293436	522636	0.212	0.952	1.795	0.346	3.539	-0.115
66193144	307454776	1039293510	522670	0.217	0.954	1.796	0.539	3.557	-0.098
66388104	307454786	1039293582	522633	0.219	0.956	1.798	0.498	3.528	0.031
66592216	307454794	1039293654	522565	0.214	0.957	1.799	0.476	3.553	0.113
66792087	307454803	1039293726	522496	0.258	0.961	1.804	0.644	3.531	0.072
66992178	307454814	1039293800	522530	0.264	0.966	1.810	0.594	3.497	0.030
67192269	307454825	1039293874	522525	0.262	0.971	1.815	0.678	3.655	0.058
67389167	307454840	1039293949	522508	0.267	0.976	1.821	1.004	3.496	0.167
67590100	307454857	1039294020	522491	0.296	0.981	1.830	0.956	3.403	-0.075
67792560	307454878	1039294092	522512	0.290	0.986	1.837	1.347	3.473	0.006
67992366	307454901	1039294164	522515	0.256	0.989	1.843	1.223	3.298	0.032
68192331	307454922	1039294234	522480	0.234	0.992	1.848	1.177	3.392	0.124
68392912	307454942	1039294304	522438	0.229	0.997	1.853	1.087	3.350	0.227
68594102	307454960	1039294375	522402	0.228	1.002	1.858	0.911	3.429	0.058
68793090	307454980	1039294446	522432	0.236	1.006	1.863	1.229	3.346	0.079
68989161	307455000	1039294516	522432	0.234	1.010	1.867	1.024	3.347	0.076
69193096	307455020	1039294587	522439	0.232	1.014	1.872	1.076	3.424	0.238
69393136	307455042	1039294658	522427	0.239	1.018	1.876	1.225	3.339	0.128
69594199	307455064	1039294729	522418	0.228	1.021	1.880	1.112	3.352	0.214
69793102	307455086	1039294798	522394	0.236	1.023	1.882	1.344	3.324	-0.029
69993132	307455111	1039294867	522425	0.234	1.025	1.883	1.318	3.207	-0.034
70191189	307455136	1039294936	522451	0.224	1.025	1.883	1.430	3.361	-0.018
70393325	307455163	1039295005	522474	0.230	1.025	1.884	1.483	3.275	-0.082
70593169	307455188	1039295072	522472	0.234	1.025	1.886	1.369	3.219	-0.056
70795173	307455212	1039295139	522485	0.222	1.025	1.884	1.228	3.315	-0.053
70994092	307455237	1039295206	522510	0.237	1.026	1.885	1.421	3.114	-0.040
71194088	307455262	1039295273	522546	0.229	1.027	1.887	1.262	3.311	-0.053
71394117	307455287	1039295341	522579	0.278	1.027	1.889	1.471	3.208	-0.081
71589296	307455314	1039295408	522602	0.299	1.028	1.892	1.367	3.281	-0.081
71794117	307455336	1039295476	522612	0.267	1.029	1.895	1.097	3.359	-0.166
71992087	307455356	1039295542	522547	0.272	1.031	1.899	1.319	3.150	-0.221
72195152	307455377	1039295610	522560	0.258	1.034	1.905	1.095	3.367	0.051
72394083	307455399	1039295678	522552	0.244	1.037	1.908	1.294	3.160	0.116
72592094	307455424	1039295742	522507	0.269	1.039	1.909	1.521	3.115	0.015
72793970	307455449	1039295809	522501	0.255	1.041	1.912	1.218	3.287	0.151
72991090	307455475	1039295876	522528	0.231	1.040	1.911	1.468	3.127	0.179
73192090	307455503	1039295941	522509	0.237	1.038	1.912	1.553	3.118	0.105
73394063	307455533	1039296004	522507	0.227	1.036	1.910	1.788	2.971	0.010
73592087	307455565	1039296063	522428	0.264	1.033	1.911	1.942	2.841	0.038
73793088	307455599	1039296125	522430	0.259	1.031	1.911	1.814	3.098	0.127
73993087	307455631	1039296188	522361	0.270	1.030	1.911	1.949	3.015	0.126
74189093	307455667	1039296250	522370	0.275	1.029	1.911	1.933	2.922	0.144
74393132	307455703	1039296312	522425	0.300	1.029	1.913	1.860	3.025	0.096
74592114	307455737	1039296375	522450	0.299	1.029	1.915	1.866	2.946	0.048
74792126	307455771	1039296437	522423	0.301	1.029	1.916	1.959	2.945	0.126
74991193	307455807	1039296496	522401	0.278	1.029	1.916	2.087	2.786	0.041
75190835	307455845	1039296556	522452	0.265	1.028	1.911	1.945	2.843	0.149
75390125	307455884	1039296616	522456	0.290	1.027	1.906	2.287	2.852	0.162
75591491	307455926	1039296672	522456	0.285	1.026	1.901	2.348	2.545	0.092
